chip_id,chip_x,chip_y,tile,valid_first,valid_second,valid_third,bad_pct_first,bad_pct_second,bad_pct_third,first_image_date,second_image_date,third_image_date,bad_pct_max,na_count
chip_184_236,-105.0856873733898,40.081250517633606,13TDE,50175.0,49199.0,50114.0,0.001992984693877551,0.6895727040816326,0.09765625,2022-04-21,2022-06-15,2022-09-23,0.6895727040816326,0.0
chip_273_471,-87.04345248481722,34.72801983551836,16SDD,50172.0,49887.0,50014.0,0.007971938775510204,0.1992984693877551,0.07971938775510204,2022-03-03,2022-04-27,2022-06-16,0.1992984693877551,0.0
chip_254_259,-102.86032624395654,36.013563474263215,13SFV,50101.0,50176.0,50176.0,0.04783163265306122,0.0,0.0,2022-03-01,2022-06-29,2022-09-27,0.04783163265306122,0.0
chip_085_328,-97.92577178518832,46.3576747215992,14TNS,9556.0,48721.0,50174.0,35.997289540816325,0.9825414540816326,0.003985969387755102,2022-03-16,2022-07-29,2022-09-27,35.997289540816325,0.0
chip_056_317,-98.9620976057409,48.10244662140332,14UMU,0.0,78.0,50174.0,100.0,99.61136798469387,0.001992984693877551,2022-03-09,2022-04-18,2022-06-17,100.0,0.0
chip_145_497,-83.9361006636732,42.1894933114512,17TKG,50123.0,49938.0,49921.0,0.03786670918367347,0.08569834183673469,0.11559311224489796,2022-03-20,2022-06-21,2022-09-14,0.11559311224489796,0.0
chip_309_517,-84.00234192188111,32.27005285136423,16SGA,49705.0,50164.0,49399.0,0.22919323979591838,0.021922831632653062,0.47831632653061223,2022-03-02,2022-05-11,2022-06-20,0.47831632653061223,0.0
chip_119_559,-78.55146429371703,43.157858613093,17TPH,50173.0,50095.0,50176.0,0.003985969387755102,0.03786670918367347,0.0,2022-06-25,2022-06-30,2022-07-10,0.03786670918367347,0.0
chip_226_289,-100.7103110522429,37.79944021923629,14SLG,50176.0,47572.0,50176.0,0.0,4.944595025510204,0.0,2022-03-01,2022-06-24,2022-09-27,4.944595025510204,0.0
chip_113_607,-74.55293670786753,42.92441271918346,18TWN,50174.0,37622.0,50086.0,0.003985969387755102,5.711894132653061,0.04185267857142857,2022-04-30,2022-07-09,2022-09-02,5.711894132653061,0.0
chip_245_592,-77.84726315623456,35.360329878512324,18STE,50004.0,49552.0,50118.0,0.15345982142857142,0.2849968112244898,0.06178252551020408,2022-03-21,2022-04-25,2022-08-03,0.2849968112244898,0.0
chip_144_445,-88.17556079770571,42.57579772550064,16TCN,25133.0,18814.0,21478.0,49.571508290816325,61.56329719387755,54.33673469387755,2022-05-13,2022-06-27,2022-09-30,61.56329719387755,0.0
chip_251_284,-100.99384908204377,36.286731754096834,14SLF,50176.0,50171.0,50075.0,0.0,0.009964923469387755,0.05978954081632653,2022-03-03,2022-06-06,2022-09-19,0.05978954081632653,0.0
chip_096_323,-98.33755854196504,45.685018236930645,14TNR,49071.0,50163.0,50176.0,1.6780931122448979,0.02391581632653061,0.0,2022-03-26,2022-08-08,2022-09-12,1.6780931122448979,0.0
chip_110_377,-93.71037487858234,44.83959706557832,15TVK,8034.0,49952.0,50149.0,60.76411033163265,0.2032844387755102,0.043845663265306124,2022-03-15,2022-06-18,2022-09-11,60.76411033163265,23.0
chip_267_480,-86.33602031694807,35.033827318290605,16SED,50175.0,49912.0,40074.0,0.001992984693877551,0.17936862244897958,8.607700892857142,2022-03-03,2022-04-27,2022-09-19,8.607700892857142,0.0
chip_120_556,-78.81152427746368,43.13139906548834,17TPH,49947.0,50101.0,50111.0,0.07971938775510204,0.07772640306122448,0.03786670918367347,2022-06-25,2022-06-30,2022-07-10,0.07971938775510204,0.0
chip_254_271,-101.9592993499335,36.06209595215615,13SGA,49949.0,50025.0,50148.0,0.16541772959183673,0.17737563775510204,0.01992984693877551,2022-03-01,2022-05-30,2022-09-17,0.17737563775510204,0.0
chip_151_493,-84.3215046264025,41.86178693199773,17TKG,50036.0,49904.0,49804.0,0.18136160714285715,0.16940369897959184,0.22122130102040816,2022-03-20,2022-06-21,2022-09-14,0.22122130102040816,0.0
chip_329_497,-85.584626955153,31.213540335745275,16RFV,50107.0,49876.0,50024.0,0.04783163265306122,0.14548788265306123,0.0936702806122449,2022-03-05,2022-04-04,2022-04-19,0.14548788265306123,0.0
chip_179_238,-104.96483423955247,40.391187613984144,13TDE,50169.0,50029.0,49999.0,0.007971938775510204,0.1434948979591837,0.06975446428571429,2022-04-21,2022-06-15,2022-09-23,0.1434948979591837,0.0
chip_116_114,-115.71242154196194,43.0167643722236,11TPH,49723.0,50031.0,50130.0,0.6616709183673469,0.28300382653061223,0.09167729591836735,2022-07-22,2022-09-10,2022-09-25,0.6616709183673469,0.0
chip_117_574,-77.29708031896317,43.10539339093058,18TUN,3000.0,39221.0,50102.0,78.73485331632654,8.436304209183673,0.04982461734693878,2022-03-14,2022-04-28,2022-05-08,78.73485331632654,0.0
chip_217_335,-97.17410377954802,38.42425781018699,14SPH,50171.0,50168.0,50072.0,0.005978954081632653,0.005978954081632653,0.15146683673469388,2022-03-15,2022-06-28,2022-09-26,0.15146683673469388,0.0
chip_059_087,-119.0191032617381,46.00645178942317,11TLM,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022-04-24,2022-08-07,2022-09-26,0.0,0.0
chip_057_192,-110.03346664898643,47.360984533033005,12TWT,50165.0,50032.0,50176.0,0.009964923469387755,0.1873405612244898,0.0,2022-07-14,2022-08-08,2022-09-27,0.1873405612244898,0.0
