tile_id,cloud_cover,date,spatial_cover,links,month
T14SNC,4,2021-09-19,24,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021262T172011.v2.0/HLS.S30.T14SNC.2021262T172011.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021262T172011.v2.0/HLS.S30.T14SNC.2021262T172011.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021262T172011.v2.0/HLS.S30.T14SNC.2021262T172011.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021262T172011.v2.0/HLS.S30.T14SNC.2021262T172011.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021262T172011.v2.0/HLS.S30.T14SNC.2021262T172011.v2.0.Fmask.tif'}",9
T14SNC,0,2021-09-26,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021269T171051.v2.0/HLS.S30.T14SNC.2021269T171051.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021269T171051.v2.0/HLS.S30.T14SNC.2021269T171051.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021269T171051.v2.0/HLS.S30.T14SNC.2021269T171051.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021269T171051.v2.0/HLS.S30.T14SNC.2021269T171051.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNC.2021269T171051.v2.0/HLS.S30.T14SNC.2021269T171051.v2.0.Fmask.tif'}",9
T14SNB,4,2021-03-03,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021062T172221.v2.0/HLS.S30.T14SNB.2021062T172221.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021062T172221.v2.0/HLS.S30.T14SNB.2021062T172221.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021062T172221.v2.0/HLS.S30.T14SNB.2021062T172221.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021062T172221.v2.0/HLS.S30.T14SNB.2021062T172221.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021062T172221.v2.0/HLS.S30.T14SNB.2021062T172221.v2.0.Fmask.tif'}",3
T14SNB,0,2021-03-15,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021074T170949.v2.0/HLS.S30.T14SNB.2021074T170949.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021074T170949.v2.0/HLS.S30.T14SNB.2021074T170949.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021074T170949.v2.0/HLS.S30.T14SNB.2021074T170949.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021074T170949.v2.0/HLS.S30.T14SNB.2021074T170949.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021074T170949.v2.0/HLS.S30.T14SNB.2021074T170949.v2.0.Fmask.tif'}",3
T14SNB,1,2021-03-18,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021077T171929.v2.0/HLS.S30.T14SNB.2021077T171929.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021077T171929.v2.0/HLS.S30.T14SNB.2021077T171929.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021077T171929.v2.0/HLS.S30.T14SNB.2021077T171929.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021077T171929.v2.0/HLS.S30.T14SNB.2021077T171929.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021077T171929.v2.0/HLS.S30.T14SNB.2021077T171929.v2.0.Fmask.tif'}",3
T14SNB,0,2021-03-20,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021079T171011.v2.0/HLS.S30.T14SNB.2021079T171011.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021079T171011.v2.0/HLS.S30.T14SNB.2021079T171011.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021079T171011.v2.0/HLS.S30.T14SNB.2021079T171011.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021079T171011.v2.0/HLS.S30.T14SNB.2021079T171011.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021079T171011.v2.0/HLS.S30.T14SNB.2021079T171011.v2.0.Fmask.tif'}",3
T14SNB,4,2021-03-23,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021082T171951.v2.0/HLS.S30.T14SNB.2021082T171951.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021082T171951.v2.0/HLS.S30.T14SNB.2021082T171951.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021082T171951.v2.0/HLS.S30.T14SNB.2021082T171951.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021082T171951.v2.0/HLS.S30.T14SNB.2021082T171951.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021082T171951.v2.0/HLS.S30.T14SNB.2021082T171951.v2.0.Fmask.tif'}",3
T14SNB,1,2021-03-28,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021087T171849.v2.0/HLS.S30.T14SNB.2021087T171849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021087T171849.v2.0/HLS.S30.T14SNB.2021087T171849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021087T171849.v2.0/HLS.S30.T14SNB.2021087T171849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021087T171849.v2.0/HLS.S30.T14SNB.2021087T171849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021087T171849.v2.0/HLS.S30.T14SNB.2021087T171849.v2.0.Fmask.tif'}",3
T14SNB,1,2021-04-07,4,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021097T171849.v2.0/HLS.S30.T14SNB.2021097T171849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021097T171849.v2.0/HLS.S30.T14SNB.2021097T171849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021097T171849.v2.0/HLS.S30.T14SNB.2021097T171849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021097T171849.v2.0/HLS.S30.T14SNB.2021097T171849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021097T171849.v2.0/HLS.S30.T14SNB.2021097T171849.v2.0.Fmask.tif'}",4
T14SNB,2,2021-05-07,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021127T171849.v2.0/HLS.S30.T14SNB.2021127T171849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021127T171849.v2.0/HLS.S30.T14SNB.2021127T171849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021127T171849.v2.0/HLS.S30.T14SNB.2021127T171849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021127T171849.v2.0/HLS.S30.T14SNB.2021127T171849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021127T171849.v2.0/HLS.S30.T14SNB.2021127T171849.v2.0.Fmask.tif'}",5
T14SNB,3,2021-05-17,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021137T171859.v2.0/HLS.S30.T14SNB.2021137T171859.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021137T171859.v2.0/HLS.S30.T14SNB.2021137T171859.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021137T171859.v2.0/HLS.S30.T14SNB.2021137T171859.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021137T171859.v2.0/HLS.S30.T14SNB.2021137T171859.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021137T171859.v2.0/HLS.S30.T14SNB.2021137T171859.v2.0.Fmask.tif'}",5
T14SNB,4,2021-06-11,4,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021162T171901.v2.0/HLS.S30.T14SNB.2021162T171901.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021162T171901.v2.0/HLS.S30.T14SNB.2021162T171901.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021162T171901.v2.0/HLS.S30.T14SNB.2021162T171901.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021162T171901.v2.0/HLS.S30.T14SNB.2021162T171901.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021162T171901.v2.0/HLS.S30.T14SNB.2021162T171901.v2.0.Fmask.tif'}",6
T14SNB,1,2021-06-16,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021167T171859.v2.0/HLS.S30.T14SNB.2021167T171859.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021167T171859.v2.0/HLS.S30.T14SNB.2021167T171859.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021167T171859.v2.0/HLS.S30.T14SNB.2021167T171859.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021167T171859.v2.0/HLS.S30.T14SNB.2021167T171859.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021167T171859.v2.0/HLS.S30.T14SNB.2021167T171859.v2.0.Fmask.tif'}",6
T14SNB,1,2021-07-13,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021194T170849.v2.0/HLS.S30.T14SNB.2021194T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021194T170849.v2.0/HLS.S30.T14SNB.2021194T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021194T170849.v2.0/HLS.S30.T14SNB.2021194T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021194T170849.v2.0/HLS.S30.T14SNB.2021194T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021194T170849.v2.0/HLS.S30.T14SNB.2021194T170849.v2.0.Fmask.tif'}",7
T14SNB,4,2021-08-10,4,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021222T171901.v2.0/HLS.S30.T14SNB.2021222T171901.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021222T171901.v2.0/HLS.S30.T14SNB.2021222T171901.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021222T171901.v2.0/HLS.S30.T14SNB.2021222T171901.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021222T171901.v2.0/HLS.S30.T14SNB.2021222T171901.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021222T171901.v2.0/HLS.S30.T14SNB.2021222T171901.v2.0.Fmask.tif'}",8
T14SNB,2,2021-08-22,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021234T170849.v2.0/HLS.S30.T14SNB.2021234T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021234T170849.v2.0/HLS.S30.T14SNB.2021234T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021234T170849.v2.0/HLS.S30.T14SNB.2021234T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021234T170849.v2.0/HLS.S30.T14SNB.2021234T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021234T170849.v2.0/HLS.S30.T14SNB.2021234T170849.v2.0.Fmask.tif'}",8
T14SNB,1,2021-08-25,4,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021237T171849.v2.0/HLS.S30.T14SNB.2021237T171849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021237T171849.v2.0/HLS.S30.T14SNB.2021237T171849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021237T171849.v2.0/HLS.S30.T14SNB.2021237T171849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021237T171849.v2.0/HLS.S30.T14SNB.2021237T171849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021237T171849.v2.0/HLS.S30.T14SNB.2021237T171849.v2.0.Fmask.tif'}",8
T14SNB,4,2021-09-01,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021244T170849.v2.0/HLS.S30.T14SNB.2021244T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021244T170849.v2.0/HLS.S30.T14SNB.2021244T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021244T170849.v2.0/HLS.S30.T14SNB.2021244T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021244T170849.v2.0/HLS.S30.T14SNB.2021244T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021244T170849.v2.0/HLS.S30.T14SNB.2021244T170849.v2.0.Fmask.tif'}",9
T14SNB,4,2021-09-09,4,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021252T171901.v2.0/HLS.S30.T14SNB.2021252T171901.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021252T171901.v2.0/HLS.S30.T14SNB.2021252T171901.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021252T171901.v2.0/HLS.S30.T14SNB.2021252T171901.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021252T171901.v2.0/HLS.S30.T14SNB.2021252T171901.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021252T171901.v2.0/HLS.S30.T14SNB.2021252T171901.v2.0.Fmask.tif'}",9
T14SNB,0,2021-09-11,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021254T170849.v2.0/HLS.S30.T14SNB.2021254T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021254T170849.v2.0/HLS.S30.T14SNB.2021254T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021254T170849.v2.0/HLS.S30.T14SNB.2021254T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021254T170849.v2.0/HLS.S30.T14SNB.2021254T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021254T170849.v2.0/HLS.S30.T14SNB.2021254T170849.v2.0.Fmask.tif'}",9
T14SNB,0,2021-09-26,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021269T171051.v2.0/HLS.S30.T14SNB.2021269T171051.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021269T171051.v2.0/HLS.S30.T14SNB.2021269T171051.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021269T171051.v2.0/HLS.S30.T14SNB.2021269T171051.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021269T171051.v2.0/HLS.S30.T14SNB.2021269T171051.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021269T171051.v2.0/HLS.S30.T14SNB.2021269T171051.v2.0.Fmask.tif'}",9
T14SNB,4,2021-09-29,3,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021272T172121.v2.0/HLS.S30.T14SNB.2021272T172121.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021272T172121.v2.0/HLS.S30.T14SNB.2021272T172121.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021272T172121.v2.0/HLS.S30.T14SNB.2021272T172121.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021272T172121.v2.0/HLS.S30.T14SNB.2021272T172121.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNB.2021272T172121.v2.0/HLS.S30.T14SNB.2021272T172121.v2.0.Fmask.tif'}",9
T14SNA,0,2021-03-05,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021064T171109.v2.0/HLS.S30.T14SNA.2021064T171109.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021064T171109.v2.0/HLS.S30.T14SNA.2021064T171109.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021064T171109.v2.0/HLS.S30.T14SNA.2021064T171109.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021064T171109.v2.0/HLS.S30.T14SNA.2021064T171109.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021064T171109.v2.0/HLS.S30.T14SNA.2021064T171109.v2.0.Fmask.tif'}",3
T14SNA,0,2021-03-15,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021074T170949.v2.0/HLS.S30.T14SNA.2021074T170949.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021074T170949.v2.0/HLS.S30.T14SNA.2021074T170949.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021074T170949.v2.0/HLS.S30.T14SNA.2021074T170949.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021074T170949.v2.0/HLS.S30.T14SNA.2021074T170949.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021074T170949.v2.0/HLS.S30.T14SNA.2021074T170949.v2.0.Fmask.tif'}",3
T14SNA,0,2021-03-20,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021079T171011.v2.0/HLS.S30.T14SNA.2021079T171011.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021079T171011.v2.0/HLS.S30.T14SNA.2021079T171011.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021079T171011.v2.0/HLS.S30.T14SNA.2021079T171011.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021079T171011.v2.0/HLS.S30.T14SNA.2021079T171011.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021079T171011.v2.0/HLS.S30.T14SNA.2021079T171011.v2.0.Fmask.tif'}",3
T14SNA,2,2021-07-13,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021194T170849.v2.0/HLS.S30.T14SNA.2021194T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021194T170849.v2.0/HLS.S30.T14SNA.2021194T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021194T170849.v2.0/HLS.S30.T14SNA.2021194T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021194T170849.v2.0/HLS.S30.T14SNA.2021194T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021194T170849.v2.0/HLS.S30.T14SNA.2021194T170849.v2.0.Fmask.tif'}",7
T14SNA,0,2021-08-12,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021224T170849.v2.0/HLS.S30.T14SNA.2021224T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021224T170849.v2.0/HLS.S30.T14SNA.2021224T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021224T170849.v2.0/HLS.S30.T14SNA.2021224T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021224T170849.v2.0/HLS.S30.T14SNA.2021224T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021224T170849.v2.0/HLS.S30.T14SNA.2021224T170849.v2.0.Fmask.tif'}",8
T14SNA,5,2021-08-22,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021234T170849.v2.0/HLS.S30.T14SNA.2021234T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021234T170849.v2.0/HLS.S30.T14SNA.2021234T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021234T170849.v2.0/HLS.S30.T14SNA.2021234T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021234T170849.v2.0/HLS.S30.T14SNA.2021234T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021234T170849.v2.0/HLS.S30.T14SNA.2021234T170849.v2.0.Fmask.tif'}",8
T14SNA,0,2021-09-11,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021254T170849.v2.0/HLS.S30.T14SNA.2021254T170849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021254T170849.v2.0/HLS.S30.T14SNA.2021254T170849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021254T170849.v2.0/HLS.S30.T14SNA.2021254T170849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021254T170849.v2.0/HLS.S30.T14SNA.2021254T170849.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021254T170849.v2.0/HLS.S30.T14SNA.2021254T170849.v2.0.Fmask.tif'}",9
T14SNA,1,2021-09-26,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021269T171051.v2.0/HLS.S30.T14SNA.2021269T171051.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021269T171051.v2.0/HLS.S30.T14SNA.2021269T171051.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021269T171051.v2.0/HLS.S30.T14SNA.2021269T171051.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021269T171051.v2.0/HLS.S30.T14SNA.2021269T171051.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNA.2021269T171051.v2.0/HLS.S30.T14SNA.2021269T171051.v2.0.Fmask.tif'}",9
T14SNE,0,2021-03-03,70,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNE.2021062T172221.v2.0/HLS.S30.T14SNE.2021062T172221.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNE.2021062T172221.v2.0/HLS.S30.T14SNE.2021062T172221.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNE.2021062T172221.v2.0/HLS.S30.T14SNE.2021062T172221.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNE.2021062T172221.v2.0/HLS.S30.T14SNE.2021062T172221.v2.0.B8A.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SNE.2021062T172221.v2.0/HLS.S30.T14SNE.2021062T172221.v2.0.Fmask.tif'}",3
